(5, 159)
(5, 7202)
(5, 14443)
(5, 18115)
(5, 18861)
(3, 12623)
(3, 15995)
(3, 17664)
(1, 16030)
(2, 6143)
(2, 10431)
(22, 372)
(22, 735)
(22, 1092)
(22, 2040)
(22, 2163)
(22, 2170)
(22, 2824)
(22, 5698)
(22, 6560)
(22, 7399)
(22, 7994)
(22, 8042)
(22, 8417)
(22, 8663)
(22, 10443)
(22, 10648)
(22, 11848)
(22, 12904)
(22, 15066)
(22, 15266)
(22, 17522)
(22, 19059)
(17, 283)
(17, 1842)
(17, 1865)
(17, 2115)
(17, 3748)
(17, 5348)
(17, 6018)
(17, 6221)
(17, 7370)
(17, 8312)
(17, 8426)
(17, 8575)
(17, 8886)
(17, 11823)
(17, 12332)
(17, 14175)
(17, 15788)
(9, 611)
(9, 4527)
(9, 6058)
(9, 7215)
(9, 8296)
(9, 8384)
(9, 11432)
(9, 12573)
(9, 17195)
(6, 1904)
(6, 5221)
(6, 7823)
(6, 7971)
(6, 9487)
(6, 10889)
(10, 168)
(10, 869)
(10, 4791)
(10, 6568)
(10, 9977)
(10, 9998)
(10, 10301)
(10, 12924)
(10, 15857)
(10, 16918)
(29, 1114)
(29, 1425)
(29, 1951)
(29, 3130)
(29, 3207)
(29, 4436)
(29, 4862)
(29, 4932)
(29, 5104)
(29, 5433)
(29, 5584)
(29, 7452)
(29, 8219)
(29, 8823)
(29, 9189)
(29, 9548)
(29, 9921)
(29, 11755)
(29, 11960)
(29, 12012)
(29, 13882)
(29, 15262)
(29, 17019)
(29, 17025)
(29, 17026)
(29, 17165)
(29, 18093)
(29, 18787)
(29, 18815)
(8, 1537)
(8, 3156)
(8, 4265)
(8, 5084)
(8, 6495)
(8, 7341)
(8, 10120)
(8, 17710)
(4, 1533)
(4, 5882)
(4, 10513)
(4, 13779)
(11, 3089)
(11, 5449)
(11, 9182)
(11, 11384)
(11, 11656)
(11, 12205)
(11, 12351)
(11, 12358)
(11, 15814)
(11, 17409)
(11, 17893)
(31, 128)
(31, 295)
(31, 1027)
(31, 1351)
(31, 2494)
(31, 2658)
(31, 6724)
(31, 6728)
(31, 7195)
(31, 7408)
(31, 7463)
(31, 8010)
(31, 10093)
(31, 10164)
(31, 10387)
(31, 11698)
(31, 11727)
(31, 11736)
(31, 12712)
(31, 12820)
(31, 13334)
(31, 13430)
(31, 14204)
(31, 14616)
(31, 15438)
(31, 15484)
(31, 16534)
(31, 16980)
(31, 18271)
(31, 18777)
(31, 18790)
(18, 1232)
(18, 1464)
(18, 4668)
(18, 4999)
(18, 7218)
(18, 9574)
(18, 10363)
(18, 11202)
(18, 11526)
(18, 12744)
(18, 12849)
(18, 13273)
(18, 13644)
(18, 14929)
(18, 16590)
(18, 16641)
(18, 18856)
(18, 19569)
(7, 1142)
(7, 6991)
(7, 8088)
(7, 12551)
(7, 14708)
(7, 16989)
(7, 19093)
(25, 330)
(25, 953)
(25, 1977)
(25, 2662)
(25, 4216)
(25, 5078)
(25, 5345)
(25, 5559)
(25, 5993)
(25, 7083)
(25, 9612)
(25, 10516)
(25, 10940)
(25, 11885)
(25, 12297)
(25, 13262)
(25, 13355)
(25, 13635)
(25, 13666)
(25, 13906)
(25, 14882)
(25, 16446)
(25, 17993)
(25, 18173)
(25, 18649)
(14, 1605)
(14, 2035)
(14, 4689)
(14, 7465)
(14, 7729)
(14, 8424)
(14, 9715)
(14, 12568)
(14, 13311)
(14, 15727)
(14, 15843)
(14, 16295)
(14, 17191)
(14, 18951)
(13, 145)
(13, 602)
(13, 1602)
(13, 4186)
(13, 5257)
(13, 7063)
(13, 8288)
(13, 8290)
(13, 8893)
(13, 9842)
(13, 12365)
(13, 16361)
(13, 16685)
(19, 395)
(19, 5324)
(19, 5336)
(19, 5496)
(19, 5872)
(19, 6501)
(19, 7716)
(19, 8221)
(19, 9390)
(19, 9723)
(19, 12559)
(19, 12789)
(19, 12955)
(19, 13938)
(19, 15231)
(19, 15891)
(19, 15954)
(19, 17056)
(19, 18697)
(15, 194)
(15, 406)
(15, 1281)
(15, 1310)
(15, 4820)
(15, 5311)
(15, 8447)
(15, 8907)
(15, 11044)
(15, 11406)
(15, 13475)
(15, 13939)
(15, 15307)
(15, 15572)
(15, 18415)
(23, 1273)
(23, 2090)
(23, 3667)
(23, 4262)
(23, 4402)
(23, 4421)
(23, 4893)
(23, 5243)
(23, 6953)
(23, 7711)
(23, 8314)
(23, 9181)
(23, 10932)
(23, 11399)
(23, 11809)
(23, 12592)
(23, 13305)
(23, 15498)
(23, 18145)
(23, 18792)
(23, 18824)
(23, 18867)
(23, 18897)
(24, 1529)
(24, 2719)
(24, 3255)
(24, 3573)
(24, 3972)
(24, 4140)
(24, 4546)
(24, 5122)
(24, 5440)
(24, 6474)
(24, 6569)
(24, 7665)
(24, 10919)
(24, 12066)
(24, 12584)
(24, 12677)
(24, 13837)
(24, 14175)
(24, 15045)
(24, 15788)
(24, 16129)
(24, 17899)
(24, 18670)
(24, 19305)
(27, 1301)
(27, 1683)
(27, 2019)
(27, 2331)
(27, 3082)
(27, 3683)
(27, 4045)
(27, 5375)
(27, 5699)
(27, 6276)
(27, 7243)
(27, 8405)
(27, 8730)
(27, 9802)
(27, 11641)
(27, 12827)
(27, 13354)
(27, 14388)
(27, 14515)
(27, 15189)
(27, 15615)
(27, 15840)
(27, 15943)
(27, 15952)
(27, 16500)
(27, 17399)
(27, 17724)
(16, 2361)
(16, 2873)
(16, 3782)
(16, 5139)
(16, 6673)
(16, 7172)
(16, 9951)
(16, 11277)
(16, 11394)
(16, 11396)
(16, 11575)
(16, 12713)
(16, 14872)
(16, 16261)
(16, 18444)
(16, 19369)
(12, 234)
(12, 4167)
(12, 4974)
(12, 5891)
(12, 6942)
(12, 8600)
(12, 9900)
(12, 10888)
(12, 11653)
(12, 15069)
(12, 15564)
(12, 18996)
(20, 2346)
(20, 2995)
(20, 3245)
(20, 4963)
(20, 6567)
(20, 9708)
(20, 11085)
(20, 11302)
(20, 13694)
(20, 13768)
(20, 14083)
(20, 14873)
(20, 15167)
(20, 15543)
(20, 15783)
(20, 17219)
(20, 18022)
